ID,Property Id,Date,Value
305,3,2014-05-01,861.7604217
306,3,2014-06-01,876.6291598
307,3,2014-07-01,860.7087079
308,3,2014-08-01,876.9186222
309,3,2014-09-01,878.3252322
310,3,2014-10-01,866.3916375
311,3,2014-11-01,886.9077037
312,3,2014-12-01,876.3720919
313,3,2015-01-01,879.5571868
314,3,2015-02-01,918.5858948
315,3,2015-03-01,902.5505296
316,3,2015-04-01,879.9323288
317,3,2015-05-01,900.9653186
318,3,2015-06-01,950.9149402
319,3,2015-07-01,945.3620513
320,3,2015-08-01,923.7200574
321,3,2015-09-01,942.5522227
322,3,2015-10-01,952.6978078
323,3,2015-11-01,978.3919488
324,3,2015-12-01,975.0209428
325,3,2016-01-01,957.8747212
326,3,2016-02-01,958.2326866
327,3,2016-03-01,959.9585229
328,3,2016-04-01,970.0997526
329,3,2016-05-01,989.308339
330,3,2016-06-01,1022.456631
331,3,2016-07-01,974.3948547
332,3,2016-08-01,995.4152832
333,3,2016-09-01,1015.676996
334,3,2016-10-01,1027.689132
335,3,2016-11-01,1012.732999
336,3,2016-12-01,1056.965538
337,3,2017-01-01,1032.21353
338,3,2017-02-01,1012.488144
339,3,2017-03-01,1029.215941
340,3,2017-04-01,1033.942561
341,3,2017-05-01,1038.731479
342,3,2017-06-01,1083.58712
343,3,2017-07-01,1033.953525
344,3,2017-08-01,1050.303452
345,3,2017-09-01,1084.54692
346,3,2017-10-01,1031.343751
347,3,2017-11-01,1050.857155
348,3,2017-12-01,1088.954043
349,3,2018-01-01,1098.700072
350,3,2018-02-01,1050.856929
351,3,2018-03-01,1120.310994
352,3,2018-04-01,1062.725827
353,3,2018-05-01,1075.659185
354,3,2018-06-01,1140.532021
355,3,2018-07-01,1069.343113
356,3,2018-08-01,1145.219731
357,3,2018-09-01,1148.261904
358,3,2018-10-01,1137.482865
359,3,2018-11-01,1100.545987
360,3,2018-12-01,1156.391104
361,3,2019-01-01,1162.766524
362,3,2019-02-01,1091.578921
363,3,2019-03-01,1116.999045
364,4,2009-03-01,712.1180695
365,4,2009-04-01,691.7473736
366,4,2009-05-01,672.5551655
367,4,2009-06-01,674.0741155
368,4,2009-07-01,687.6112119
369,4,2009-08-01,710.6897781
370,4,2009-09-01,679.1589677
371,4,2009-10-01,682.5179391
372,4,2009-11-01,701.0737697
373,4,2009-12-01,697.981012
374,4,2010-01-01,716.8278213
375,4,2010-02-01,686.5866649
376,4,2010-03-01,697.4233149
377,4,2010-04-01,707.1801038
378,4,2010-05-01,702.0518069
379,4,2010-06-01,675.2862174
380,4,2010-07-01,706.2330252
381,4,2010-08-01,701.6483688
382,4,2010-09-01,702.9860967
383,4,2010-10-01,702.8974904
384,4,2010-11-01,687.3112347
385,4,2010-12-01,693.8993821
386,4,2011-01-01,709.2395116
387,4,2011-02-01,714.7098096
388,4,2011-03-01,731.7510744
389,4,2011-04-01,724.687139
390,4,2011-05-01,686.686448
391,4,2011-06-01,704.3460592
392,4,2011-07-01,703.1975701
393,4,2011-08-01,704.8377492
394,4,2011-09-01,686.4112685
395,4,2011-10-01,680.8720861
396,4,2011-11-01,682.3849895
397,4,2011-12-01,686.5484823
398,4,2012-01-01,704.4745585
399,4,2012-02-01,701.4826025
400,4,2012-03-01,707.4724689
401,4,2012-04-01,691.7069271
402,4,2012-05-01,693.3668454
403,4,2012-06-01,721.0046551
404,4,2012-07-01,709.112276
405,4,2012-08-01,713.9695045
406,4,2012-09-01,694.0742085
407,4,2012-10-01,723.239863
408,4,2012-11-01,706.5192061
409,4,2012-12-01,721.6226387
410,4,2013-01-01,708.4784845
411,4,2013-02-01,719.4574388
412,4,2013-03-01,722.9614303
413,4,2013-04-01,726.739912
414,4,2013-05-01,734.2946398
415,4,2013-06-01,722.3078274
416,4,2013-07-01,754.3552506
417,4,2013-08-01,760.3236131
418,4,2013-09-01,724.2939716
419,4,2013-10-01,727.5081806
420,4,2013-11-01,749.0325943
421,4,2013-12-01,731.6385386
422,4,2014-01-01,759.387834
423,4,2014-02-01,791.0042493
424,4,2014-03-01,747.3528992
425,4,2014-04-01,754.5483264
426,4,2014-05-01,787.3184187
427,4,2014-06-01,766.5842048
428,4,2014-07-01,804.4929001
429,4,2014-08-01,767.8807841
430,4,2014-09-01,784.2593075
431,4,2014-10-01,793.5105357
432,4,2014-11-01,798.2194504
433,4,2014-12-01,797.2528673
434,4,2015-01-01,820.9016345
435,4,2015-02-01,790.7123257
436,4,2015-03-01,835.3845314
437,4,2015-04-01,820.5267789
438,4,2015-05-01,859.5780392
439,4,2015-06-01,859.1297561
440,4,2015-07-01,835.6236558
441,4,2015-08-01,843.8649495
442,4,2015-09-01,838.882108
443,4,2015-10-01,863.9528803
444,4,2015-11-01,865.3604069
445,4,2015-12-01,874.2916422
446,4,2016-01-01,856.2568003
447,4,2016-02-01,891.1925461
448,4,2016-03-01,907.9475339
449,4,2016-04-01,926.713874
450,4,2016-05-01,920.4375283
451,4,2016-06-01,939.7660961
452,4,2016-07-01,902.1373089
453,4,2016-08-01,940.2290834
454,4,2016-09-01,933.042283
455,4,2016-10-01,969.2571052
456,4,2016-11-01,932.1262341
457,4,2016-12-01,967.560862
458,4,2017-01-01,930.1469362
459,4,2017-02-01,979.3743744
460,4,2017-03-01,980.533737
461,4,2017-04-01,938.5786622
462,4,2017-05-01,971.4829444
463,4,2017-06-01,1003.038294
464,4,2017-07-01,957.1447266
465,4,2017-08-01,989.6510605
466,4,2017-09-01,1017.979801
467,4,2017-10-01,967.9539195
468,4,2017-11-01,1000.276484
469,4,2017-12-01,1005.361532
470,4,2018-01-01,969.6188691
471,4,2018-02-01,974.7369658
472,4,2018-03-01,1025.609248
473,4,2018-04-01,979.5731063
474,4,2018-05-01,1022.367528
475,4,2018-06-01,1021.75617
476,4,2018-07-01,993.3544848
477,4,2018-08-01,1026.924262
478,4,2018-09-01,1004.045604
479,4,2018-10-01,1074.797406
480,4,2018-11-01,1043.783836
481,4,2018-12-01,1013.866666
482,4,2019-01-01,1027.258761
483,4,2019-02-01,1051.112575
484,4,2019-03-01,1040.396867
485,5,2009-03-01,565.1412103
486,5,2009-04-01,549.3098976
487,5,2009-05-01,568.025899
488,5,2009-06-01,554.0795809
489,5,2009-07-01,544.6925364
490,5,2009-08-01,572.0682125
491,5,2009-09-01,584.856992
492,5,2009-10-01,587.1132668
493,5,2009-11-01,582.4523465
494,5,2009-12-01,573.9206692
495,5,2010-01-01,569.399729
496,5,2010-02-01,582.3427377
497,5,2010-03-01,592.1567867
498,5,2010-04-01,573.0984658
499,5,2010-05-01,553.3413035
500,5,2010-06-01,538.3923658
501,5,2010-07-01,581.8691257
502,5,2010-08-01,543.7060008
503,5,2010-09-01,576.512102
504,5,2010-10-01,542.9666211
505,5,2010-11-01,555.2484047
506,5,2010-12-01,542.8989514
507,5,2011-01-01,541.4026538
508,5,2011-02-01,561.9902542
509,5,2011-03-01,576.1777785
510,5,2011-04-01,565.0638783
511,5,2011-05-01,557.996201
512,5,2011-06-01,573.2704317
513,5,2011-07-01,569.8432959
514,5,2011-08-01,578.1928475
515,5,2011-09-01,580.0313992
516,5,2011-10-01,592.8446979
517,5,2011-11-01,574.3159497
518,5,2011-12-01,578.6609393
519,5,2012-01-01,593.0141197
520,5,2012-02-01,580.0182083
521,5,2012-03-01,557.301102
522,5,2012-04-01,578.0304327
523,5,2012-05-01,578.8265894
524,5,2012-06-01,581.3842995
525,5,2012-07-01,582.8916091
526,5,2012-08-01,600.6737863
527,5,2012-09-01,571.4956017
528,5,2012-10-01,589.6945755
529,5,2012-11-01,564.7523404
530,5,2012-12-01,597.7017349
531,5,2013-01-01,576.5858192
532,5,2013-02-01,574.5210359
533,5,2013-03-01,605.2084313
534,5,2013-04-01,611.8066072
535,5,2013-05-01,620.4862193
536,5,2013-06-01,618.0482367
537,5,2013-07-01,581.5081336
538,5,2013-08-01,598.5969289
539,5,2013-09-01,614.3885983
540,5,2013-10-01,644.2358713
541,5,2013-11-01,641.0867251
542,5,2013-12-01,616.5475569
543,5,2014-01-01,621.4460673
544,5,2014-02-01,625.9472354
545,5,2014-03-01,644.5647896
546,5,2014-04-01,632.2801793
547,5,2014-05-01,664.756736
548,5,2014-06-01,675.6033245
549,5,2014-07-01,645.3505291
550,5,2014-08-01,680.3364898
551,5,2014-09-01,672.3614093
552,5,2014-10-01,697.5633336
553,5,2014-11-01,670.4400998
554,5,2014-12-01,671.0480549
555,5,2015-01-01,659.3041801
556,5,2015-02-01,674.5764366
557,5,2015-03-01,719.2320517
558,5,2015-04-01,703.9587118
559,5,2015-05-01,704.2890296
560,5,2015-06-01,720.7955209
561,5,2015-07-01,722.1843474
562,5,2015-08-01,701.3160839
563,5,2015-09-01,732.1558381
564,5,2015-10-01,740.0074435
565,5,2015-11-01,757.2286736
566,5,2015-12-01,779.5078557
567,5,2016-01-01,774.8686081
568,5,2016-02-01,779.4820935
569,5,2016-03-01,767.546946
570,5,2016-04-01,795.9253974
571,5,2016-05-01,780.0807636
572,5,2016-06-01,786.9573204
573,5,2016-07-01,786.3307777
574,5,2016-08-01,763.9423603
575,5,2016-09-01,838.4516921
576,5,2016-10-01,808.9756139
577,5,2016-11-01,847.0681284
578,5,2016-12-01,794.6439513
579,5,2017-01-01,798.5176429
580,5,2017-02-01,796.1649626
581,5,2017-03-01,820.6455939
582,5,2017-04-01,806.1836995
583,5,2017-05-01,861.4381568
584,5,2017-06-01,859.5147656
585,5,2017-07-01,881.7274036
586,5,2017-08-01,874.4947008
587,5,2017-09-01,872.7019476
588,5,2017-10-01,843.6855178
589,5,2017-11-01,900.9089557
590,5,2017-12-01,890.0723244
591,5,2018-01-01,838.2482633
592,5,2018-02-01,909.7407661
593,5,2018-03-01,885.4851203
594,5,2018-04-01,918.0702391
595,5,2018-05-01,919.8674766
596,5,2018-06-01,914.9801582
597,5,2018-07-01,920.7954329
598,5,2018-08-01,912.6073543
599,5,2018-09-01,931.1952099
600,5,2018-10-01,898.1698515
601,5,2018-11-01,913.1480022
602,5,2018-12-01,881.443494
603,5,2019-01-01,926.9274914
604,5,2019-02-01,941.8533033
605,5,2019-03-01,926.8448074
606,6,2009-03-01,548.7885983
607,6,2009-04-01,578.2124678
608,6,2009-05-01,566.6350375
609,6,2009-06-01,579.136892
610,6,2009-07-01,577.5886003
611,6,2009-08-01,584.2640855
612,6,2009-09-01,556.7891236
613,6,2009-10-01,563.7020364
614,6,2009-11-01,599.8588484
615,6,2009-12-01,582.3580625
616,6,2010-01-01,580.9949238
617,6,2010-02-01,597.8676408
618,6,2010-03-01,581.3844761
619,6,2010-04-01,583.689312
620,6,2010-05-01,570.1428757
621,6,2010-06-01,578.2262054
622,6,2010-07-01,540.0083496
623,6,2010-08-01,557.8714241
624,6,2010-09-01,584.1800081
625,6,2010-10-01,566.6433027
626,6,2010-11-01,581.5859338
627,6,2010-12-01,568.9800903
628,6,2011-01-01,543.2651652
629,6,2011-02-01,593.6247707
630,6,2011-03-01,587.6429632
631,6,2011-04-01,561.2627872
632,6,2011-05-01,565.761073
633,6,2011-06-01,583.3950034
634,6,2011-07-01,556.3831163
635,6,2011-08-01,596.3299308
636,6,2011-09-01,599.5773698
637,6,2011-10-01,594.5466827
638,6,2011-11-01,550.9035419
639,6,2011-12-01,590.7501817
640,6,2012-01-01,592.3680308
641,6,2012-02-01,571.6601022
642,6,2012-03-01,557.2074287
643,6,2012-04-01,595.1338441
644,6,2012-05-01,562.6389184
645,6,2012-06-01,593.5703181
646,6,2012-07-01,561.5385478
647,6,2012-08-01,589.0990104
648,6,2012-09-01,587.307761
649,6,2012-10-01,566.2219739
650,6,2012-11-01,576.7935219
651,6,2012-12-01,601.0694065
652,6,2013-01-01,585.9628195
653,6,2013-02-01,588.8796028
654,6,2013-03-01,572.8524896
655,6,2013-04-01,606.989155
656,6,2013-05-01,595.1339672
657,6,2013-06-01,599.5514179
658,6,2013-07-01,620.4129063
659,6,2013-08-01,586.404721
660,6,2013-09-01,595.771429
661,6,2013-10-01,597.3144069
662,6,2013-11-01,608.1856913
663,6,2013-12-01,605.9182146
664,6,2014-01-01,650.0477889
665,6,2014-02-01,643.8920163
666,6,2014-03-01,670.377203
667,6,2014-04-01,646.0969469
668,6,2014-05-01,653.9014957
669,6,2014-06-01,684.4680993
670,6,2014-07-01,659.378636
671,6,2014-08-01,688.5073608
672,6,2014-09-01,689.1171888
673,6,2014-10-01,706.5462278
674,6,2014-11-01,700.6657784
675,6,2014-12-01,669.4797013
676,6,2015-01-01,699.8242515
677,6,2015-02-01,705.2115113
678,6,2015-03-01,684.4334155
679,6,2015-04-01,725.4766792
680,6,2015-05-01,739.5537879
681,6,2015-06-01,718.4015145
682,6,2015-07-01,700.1402482
683,6,2015-08-01,706.1333319
684,6,2015-09-01,739.6761212
685,6,2015-10-01,737.8093898
686,6,2015-11-01,752.7144905
687,6,2015-12-01,754.5024148
688,6,2016-01-01,749.3277595
689,6,2016-02-01,796.7928901
690,6,2016-03-01,740.7356545
691,6,2016-04-01,744.8120791
692,6,2016-05-01,751.0453731
693,6,2016-06-01,759.2778036
694,6,2016-07-01,781.6998213
695,6,2016-08-01,789.4830203
696,6,2016-09-01,837.2297895
697,6,2016-10-01,830.1188906
698,6,2016-11-01,798.7856692
699,6,2016-12-01,800.6516736
700,6,2017-01-01,798.7464177
701,6,2017-02-01,856.2516724
702,6,2017-03-01,830.8371002
703,6,2017-04-01,809.0996498
704,6,2017-05-01,861.1020927
705,6,2017-06-01,862.1749179
706,6,2017-07-01,863.6785029
707,6,2017-08-01,859.4620642
708,6,2017-09-01,872.2406116
709,6,2017-10-01,845.8401013
710,6,2017-11-01,893.1672373
711,6,2017-12-01,880.0339332
712,6,2018-01-01,858.6774525
713,6,2018-02-01,853.1836533
714,6,2018-03-01,905.7050584
715,6,2018-04-01,882.8993085
716,6,2018-05-01,916.9901189
717,6,2018-06-01,919.6884991
718,6,2018-07-01,883.6068826
719,6,2018-08-01,921.7750005
720,6,2018-09-01,926.6235654
721,6,2018-10-01,880.6025544
722,6,2018-11-01,907.3417438
723,6,2018-12-01,904.4249741
724,6,2019-01-01,951.4286931
725,6,2019-02-01,902.6674989
726,6,2019-03-01,908.818398
727,7,2009-03-01,698.6570993
728,7,2009-04-01,663.2495024
729,7,2009-05-01,684.5796795
730,7,2009-06-01,682.663858
731,7,2009-07-01,669.9263587
732,7,2009-08-01,669.5517127
733,7,2009-09-01,678.5266349
734,7,2009-10-01,707.5558134
735,7,2009-11-01,715.2737321
736,7,2009-12-01,680.164411
737,7,2010-01-01,686.5662306
738,7,2010-02-01,707.0602141
739,7,2010-03-01,680.1994264
740,7,2010-04-01,707.2987291
741,7,2010-05-01,671.5952996
742,7,2010-06-01,689.6726965
743,7,2010-07-01,666.0759177
744,7,2010-08-01,663.3872249
745,7,2010-09-01,696.9671126
746,7,2010-10-01,683.596034
747,7,2010-11-01,690.2792831
748,7,2010-12-01,674.3466111
749,7,2011-01-01,697.5343279
750,7,2011-02-01,683.7731555
751,7,2011-03-01,713.5857723
752,7,2011-04-01,687.1986058
753,7,2011-05-01,696.2948298
754,7,2011-06-01,719.80018
755,7,2011-07-01,704.8241933
756,7,2011-08-01,698.5905142
757,7,2011-09-01,697.0466936
758,7,2011-10-01,711.2558852
759,7,2011-11-01,670.4419621
760,7,2011-12-01,688.602978
761,7,2012-01-01,704.079285
762,7,2012-02-01,710.8693644
763,7,2012-03-01,698.1269611
764,7,2012-04-01,692.1598339
765,7,2012-05-01,677.1060711
766,7,2012-06-01,721.017709
767,7,2012-07-01,719.6075746
768,7,2012-08-01,723.229727
769,7,2012-09-01,703.9310033
770,7,2012-10-01,724.641684
771,7,2012-11-01,708.435737
772,7,2012-12-01,680.6525504
773,7,2013-01-01,699.7310893
774,7,2013-02-01,699.3481728
775,7,2013-03-01,704.2677799
776,7,2013-04-01,724.5166623
777,7,2013-05-01,723.2132222
778,7,2013-06-01,736.7906431
779,7,2013-07-01,712.0735861
780,7,2013-08-01,735.2708322
781,7,2013-09-01,754.7341324
782,7,2013-10-01,736.869015
783,7,2013-11-01,723.0443315
784,7,2013-12-01,728.6154728
785,7,2014-01-01,736.9083825
786,7,2014-02-01,752.991738
787,7,2014-03-01,743.4104507
788,7,2014-04-01,755.2882413
789,7,2014-05-01,771.0301546
790,7,2014-06-01,761.5410855
791,7,2014-07-01,802.6329828
792,7,2014-08-01,786.2761537
793,7,2014-09-01,762.8854528
794,7,2014-10-01,787.248023
795,7,2014-11-01,783.605853
796,7,2014-12-01,829.3393814
797,7,2015-01-01,799.9471402
798,7,2015-02-01,809.940611
799,7,2015-03-01,824.8526171
800,7,2015-04-01,813.8667329
801,7,2015-05-01,802.6909992
802,7,2015-06-01,833.0088354
803,7,2015-07-01,811.8980024
804,7,2015-08-01,874.5231757
805,7,2015-09-01,878.5960644
806,7,2015-10-01,883.5744594
807,7,2015-11-01,881.3488157
808,7,2015-12-01,877.7562326
809,7,2016-01-01,883.0635136
810,7,2016-02-01,854.1508854
811,7,2016-03-01,875.0920995
812,7,2016-04-01,909.9697582
813,7,2016-05-01,923.551878
814,7,2016-06-01,886.7766001
815,7,2016-07-01,884.5169805
816,7,2016-08-01,906.0796071
817,7,2016-09-01,940.2298666
818,7,2016-10-01,943.9696203
819,7,2016-11-01,952.7351618
820,7,2016-12-01,917.5506903
821,7,2017-01-01,948.7033197
822,7,2017-02-01,949.806372
823,7,2017-03-01,931.0307226
824,7,2017-04-01,966.8210279
825,7,2017-05-01,942.1954359
826,7,2017-06-01,984.6801556
